Time,,prod16.dc4,prod08.ld5,prod11.dc4,prod34.dc4,prod40.la3,prod50.dc4,prod14.dc4,prod81.dc4,prod03.dc4,prod41.la3
2018/12/10 20:26:00,PST,16.0383,5.075,4.88,1.43,2.48,1.5867,2.5867,2.0,2.04,2.2183
2018/12/10 20:27:00,PST,1.4083,3.7915,3.8317,2.3767,2.57,3.6633,2.225,1.9483,1.8233,2.0467
2018/12/10 20:28:00,PST,1.635,3.223,4.2,1.4867,2.5267,1.43,2.39,2.475,1.7767,2.1133
2018/12/10 20:29:00,PST,16.1717,5.4667,4.1267,1.9867,2.6,1.705,2.045,2.0533,1.3633,2.1133
2018/12/10 20:30:00,PST,10.4867,3.9167,4.8683,1.8917,2.5917,3.385,2.4067,2.2333,1.7883,2.2117
2018/12/10 20:31:00,PST,8.155,3.3183,4.3083,1.6933,2.565,2.3433,2.4267,2.5567,1.3733,2.07
2018/12/10 20:32:00,PST,16.3067,5.1933,2.2683,1.9817,2.475,3.7267,2.48,2.6117,1.3233,1.9517
2018/12/10 20:33:00,PST,1.42,4.5814,4.1367,1.2467,2.8333,3.2167,2.1867,2.3317,1.9083,2.17
2018/12/10 20:34:00,PST,2.4017,4.818,3.1783,2.7367,3.5167,2.1617,2.9967,2.2133,1.96,2.185
2018/12/10 20:35:00,PST,14.545,4.1,3.82,1.6117,2.425,3.14,2.3767,2.2133,1.7967,2.195
2018/12/10 20:36:00,PST,1.4467,3.2217,4.6517,2.06,2.4367,3.135,2.2683,2.215,1.565,2.19
2018/12/10 20:37:00,PST,4.7667,3.4317,2.29,1.85,2.4283,2.275,2.5133,2.4217,1.64,2.1683
2018/12/10 20:38:00,PST,15.17,3.739,6.1167,1.74,2.625,3.88,2.2183,2.3483,2.0983,2.0817
2018/12/10 20:39:00,PST,1.3817,3.4683,3.3567,2.2883,2.4383,1.355,2.18,2.3117,1.86,2.2667
2018/12/10 20:40:00,PST,6.9433,4.177,3.4067,1.55,2.405,4.2317,2.2117,2.4667,1.6233,1.985
2018/12/10 20:41:00,PST,9.1867,2.845,4.5083,2.6317,2.5367,1.3333,2.42,2.3833,1.5483,2.1133
2018/12/10 20:42:00,PST,1.565,4.9797,2.1567,3.1183,2.4183,1.6317,2.3883,2.525,1.66,2.1733
2018/12/10 20:43:00,PST,10.625,4.5833,4.6867,1.8733,2.59,4.0967,2.4217,2.38,2.1883,2.0933
2018/12/10 20:44:00,PST,7.57,3.4541,2.86,2.41,2.605,1.3517,2.25,2.4217,1.9167,2.09
2018/12/10 20:45:00,PST,1.4883,4.1949,5.53,1.19,2.495,1.345,2.1067,2.3833,1.6733,2.31
2018/12/10 20:46:00,PST,15.5433,2.9984,3.7617,2.31,2.4083,1.2983,2.2733,2.4017,2.2283,2.12
2018/12/10 20:47:00,PST,2.9617,3.7933,2.5517,2.37,2.6417,3.405,2.3733,2.285,1.7817,1.9867
2018/12/10 20:48:00,PST,1.5217,3.8847,4.3333,2.5183,2.5917,1.36,2.26,1.9383,2.0083,2.155
2018/12/10 20:49:00,PST,15.2983,3.1933,2.3283,2.3533,2.7983,1.3967,2.425,2.2267,1.7917,2.1433
2018/12/10 20:50:00,PST,2.4183,3.2426,4.11,1.52,2.415,3.7817,2.01,1.9667,2.3067,2.145
2018/12/10 20:51:00,PST,1.4033,4.4814,3.115,2.5767,2.6183,1.33,2.55,2.98,2.1583,2.3683
2018/12/10 20:52:00,PST,11.0067,3.1082,3.1433,1.355,2.7383,1.66,2.6267,2.25,2.5717,2.1017
2018/12/10 20:53:00,PST,11.3183,4.8417,7.56,1.9967,2.5833,3.9767,2.42,2.2167,2.1567,1.8883
2018/12/10 20:54:00,PST,9.3017,3.7967,2.105,2.1817,2.6433,3.9633,2.47,1.8667,2.0067,2.6467
2018/12/10 20:55:00,PST,1.3867,3.4433,4.93,1.7167,2.3967,1.5117,2.2967,2.0733,2.1983,2.135
2018/12/10 20:56:00,PST,1.6283,6.5237,3.0583,2.7683,2.385,1.5767,2.2983,2.005,1.7933,2.08
2018/12/10 20:57:00,PST,1.4633,3.1467,3.465,1.2833,2.73,4.3267,2.57,1.9833,2.3717,2.1733
2018/12/10 20:58:00,PST,17.7367,2.7885,5.0583,3.015,2.47,1.7883,2.2817,2.0383,2.0167,1.945
2018/12/10 20:59:00,PST,2.1833,4.0102,5.3417,2.1833,2.59,3.25,2.2733,2.065,1.81,1.9667
2018/12/10 21:00:00,PST,1.5417,3.5483,3.7683,2.8133,2.4117,4.2267,2.5733,1.9233,1.7233,2.1867
2018/12/10 21:01:00,PST,2.4917,4.4984,3.655,2.0983,2.705,2.2617,2.6567,3.8233,2.375,2.345
2018/12/10 21:02:00,PST,16.18,5.4633,4.8417,1.6933,2.7317,2.1283,2.395,2.4383,1.8233,2.36
2018/12/10 21:03:00,PST,1.5817,3.9797,3.7967,2.9333,2.9596,3.7117,2.44,2.4633,2.0633,2.1861
2018/12/10 21:04:00,PST,1.475,2.9803,2.9883,2.3767,2.6533,2.1067,2.6833,2.4483,2.015,2.5033
2018/12/10 21:05:00,PST,11.245,4.1333,4.71,1.9417,3.3083,10.41,2.1167,2.32,1.8383,2.4733
2018/12/10 21:06:00,PST,7.53,3.4932,2.09,1.9167,2.43,3.855,2.4483,2.4,2.375,2.2967
2018/12/10 21:07:00,PST,1.3317,3.0262,6.3817,1.4817,2.5633,1.825,2.3667,2.2483,2.1383,2.1933
2018/12/10 21:08:00,PST,2.715,5.655,3.5583,2.3067,2.7667,1.95,2.4367,2.3083,2.2683,2.15
2018/12/10 21:09:00,PST,15.5883,5.4153,3.2933,1.585,3.065,1.7,2.535,2.3567,2.7283,2.0167
2018/12/10 21:10:00,PST,1.415,3.5902,4.04,2.1683,2.8667,4.9217,2.2317,2.3733,2.5133,2.1
2018/12/10 21:11:00,PST,1.6233,5.3667,2.065,1.7633,3.1367,1.4183,3.0083,2.5567,2.1833,2.2933
2018/12/10 21:12:00,PST,1.4367,5.217,4.4483,1.91,3.65,1.4817,2.3367,2.43,2.0033,2.145
2018/12/10 21:13:00,PST,8.6783,5.0133,2.71,2.6517,3.1883,4.6883,2.36,2.395,2.2967,2.4117
2018/12/10 21:14:00,PST,9.525,4.3738,3.9983,1.91,2.935,1.6733,2.54,2.4733,2.0933,2.2583
2018/12/10 21:15:00,PST,1.5817,4.3559,5.995,2.02,3.0183,1.7717,2.4717,2.4217,1.9733,2.4233
2018/12/10 21:16:00,PST,1.4817,4.0049,2.9167,1.9467,2.5483,4.1133,1.975,2.48,2.4133,2.095
2018/12/10 21:17:00,PST,10.73,3.7883,4.73,4.2483,2.4833,1.8517,2.4917,2.27,1.7567,1.9883
2018/12/10 21:18:00,PST,9.32,4.1817,2.62,4.6,2.6667,1.6033,2.5783,1.87,2.1233,2.1833
2018/12/10 21:19:00,PST,14.8267,5.31,4.2133,2.0383,2.5917,4.3417,2.5133,2.0283,2.0183,2.27
2018/12/10 21:20:00,PST,1.6033,4.865,3.4483,2.2483,2.4167,1.9583,2.605,2.0,2.515,2.1617
2018/12/10 21:21:00,PST,1.905,4.8633,3.1367,1.75,2.4583,3.19,2.1317,2.1867,3.2967,2.3083
2018/12/10 21:22:00,PST,15.9333,3.4917,6.6017,1.9983,2.715,1.4367,2.535,1.9383,3.79,1.95
2018/12/10 21:23:00,PST,1.66,4.9383,2.2317,2.305,2.5033,1.54,2.4183,2.1067,2.6133,2.1583
2018/12/10 21:24:00,PST,2.0717,4.28,4.6917,1.5567,2.4833,1.47,2.845,2.1733,2.3767,2.1783
2018/12/10 21:25:00,PST,15.3183,5.18,2.6583,2.0117,2.615,3.8583,2.48,2.1233,2.36,2.1567
2018/12/10 21:26:00,PST,1.5717,4.325,3.665,1.7217,2.4233,1.41,2.2083,1.9133,2.2983,2.0317
2018/12/10 21:27:00,PST,3.4967,4.4733,3.73,1.9983,2.5783,1.5317,2.2767,2.0167,2.1633,2.2067
2018/12/10 21:28:00,PST,3.4967,4.025,3.0633,1.995,2.4883,1.54,2.8017,1.9317,2.5717,1.935
2018/12/10 21:29:00,PST,3.4967,4.025,3.0633,1.995,2.4883,1.54,2.8017,1.9317,2.5717,1.935
